id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
12710,Bobby,Moore,R,R,200,76,1985-09-11,1985-10-06,1958,11,8,Jena,LA,USA
12711,Mike,Felder,B,R,160,68,1985-09-11,1994-08-11,1961,11,18,Vallejo,CA,USA
12712,Mike,Woodard,L,R,155,69,1985-09-11,1988-07-10,1960,3,2,"Melrose Park",IL,USA
12713,Pat,Perry,L,L,190,73,1985-09-12,1990-09-30,1959,2,4,Taylorville,IL,USA
12714,Jim,Wilson,R,R,230,75,1985-09-13,1989-09-29,1960,12,29,Corvallis,OR,USA
12715,Rob,Murphy,L,L,200,74,1985-09-13,1995-07-22,1960,5,26,Miami,FL,USA
12716,Bill,Wegman,R,R,200,77,1985-09-14,1995-10-01,1962,12,19,Cincinnati,OH,USA
12717,Jeff,Sellers,R,R,175,73,1985-09-15,1988-10-01,1964,5,11,Compton,CA,USA
12718,Tony,Ferreira,L,L,160,73,1985-09-17,1985-10-06,1962,10,4,Riverside,CA,USA
12719,Ed,Correa,R,R,192,74,1985-09-18,1987-07-05,1966,4,29,"Hato Rey",,P.R.
12720,Colin,Ward,L,L,190,75,1985-09-21,1985-10-06,1960,11,22,"Los Angeles",CA,USA
12721,Eric,Bell,L,L,178,72,1985-09-24,1993-05-08,1963,10,27,Modesto,CA,USA
12722,John,Habyan,R,R,195,73,1985-09-29,1996-06-08,1964,1,29,"Bay Shore",NY,USA
12723,Randy,Myers,L,L,190,73,1985-10-06,1998-09-25,1962,9,19,Vancouver,WA,USA
12724,Andy,Allanson,R,R,220,77,1986-04-07,1995-10-02,1961,12,22,Richmond,VA,USA
12725,Bip,Roberts,B,R,150,67,1986-04-07,1998-09-27,1963,10,27,Berkeley,CA,USA
12726,John,Kruk,L,L,170,70,1986-04-07,1995-07-30,1961,2,9,Charleston,WV,USA
12727,Tracy,Jones,R,R,180,75,1986-04-07,1991-10-06,1961,3,31,Hawthorne,CA,USA
12728,Pete,Incaviglia,R,R,225,73,1986-04-08,1998-09-27,1964,4,2,"Pebble Beach",CA,USA
12729,Robby,Thompson,R,R,165,71,1986-04-08,1996-09-22,1962,5,10,"West Palm Beach",FL,USA
12730,Tony,Walker,R,R,205,74,1986-04-08,1986-10-04,1959,7,1,"San Diego",CA,USA
12731,Wally,Joyner,L,L,185,74,1986-04-08,2001-06-14,1962,6,16,Atlanta,GA,USA
12732,Will,Clark,L,L,190,74,1986-04-08,2000-10-01,1964,3,13,"New Orleans",LA,USA
12733,Bobby,Bonilla,B,R,210,75,1986-04-09,2001-10-07,1963,2,23,Bronx,NY,USA
12734,Kal,Daniels,L,R,195,71,1986-04-09,1992-09-22,1963,8,20,Vienna,GA,USA
12735,Mitch,Williams,L,L,180,75,1986-04-09,1997-05-10,1964,11,17,"Santa Ana",CA,USA
12736,Scott,Bailes,L,L,170,74,1986-04-09,1998-09-27,1961,12,18,Chillicothe,OH,USA
12737,Scott,Terry,R,R,195,71,1986-04-09,1991-09-13,1959,11,21,Hobbs,NM,USA
12738,Bobby,Witt,R,R,190,74,1986-04-10,2001-10-07,1964,5,11,Arlington,VA,USA
12739,Don,Gordon,R,R,175,73,1986-04-10,1988-09-29,1959,10,10,"New York",NY,USA
12740,Juan,Nieves,L,L,175,75,1986-04-10,1988-10-02,1965,1,5,Santurce,,P.R.
12741,"T. R.",Bryden,R,R,190,76,1986-04-10,1986-06-08,1959,1,17,"Moses Lake",WA,USA
12742,Bob,Tewksbury,R,R,200,76,1986-04-11,1998-09-26,1960,11,30,Concord,NH,USA
12743,Dan,Plesac,L,L,205,77,1986-04-11,2003-09-28,1962,2,4,Gary,IN,USA
12744,Jeff,Parrett,R,R,185,76,1986-04-11,1996-09-28,1961,8,26,Indianapolis,IN,USA
12745,Bill,Bathe,R,R,200,74,1986-04-12,1990-10-03,1960,10,14,Downey,CA,USA
12746,Duane,Ward,R,R,185,76,1986-04-12,1995-06-22,1964,5,28,"Park View",NM,USA
12747,Juan,Castillo,B,R,155,70,1986-04-12,1989-04-17,1962,1,25,"San Pedro de Macoris","San Pedro de Macoris",D.R.
12748,Paul,Assenmacher,L,L,195,75,1986-04-12,1999-10-03,1960,12,10,Detroit,MI,USA
12749,Kurt,Stillwell,B,R,165,71,1986-04-13,1996-09-29,1965,6,4,Glendale,CA,USA
12750,Rafael,Montalvo,R,R,185,72,1986-04-13,1986-04-13,1964,3,31,"Rio Piedras",,P.R.
12751,Dwight,Taylor,L,L,166,69,1986-04-14,1986-04-23,1960,3,24,"Los Angeles",CA,USA
12752,Eddie,Williams,R,R,175,72,1986-04-18,1998-05-27,1964,11,1,Shreveport,LA,USA
12753,Greg,Legg,R,R,185,73,1986-04-18,1987-06-15,1960,4,21,"San Jose",CA,USA
12754,Barry,Lyons,R,R,205,73,1986-04-19,1995-10-01,1960,6,3,Biloxi,MS,USA
12755,Bill,Mooneyham,R,R,175,72,1986-04-19,1986-09-30,1960,8,16,Livermore,CA,USA
12756,Chris,James,R,R,195,73,1986-04-23,1995-10-01,1962,10,4,Rusk,TX,USA
12757,Phil,Lombardi,R,R,200,74,1986-04-26,1989-10-01,1963,2,20,Abilene,TX,USA
12758,Joel,McKeon,L,L,185,72,1986-05-06,1987-07-10,1963,2,25,Covington,KY,USA
12759,Balvino,Galvez,R,R,170,72,1986-05-07,1986-10-05,1964,3,31,"San Pedro de Macoris","San Pedro de Macoris",D.R.
12760,Chuck,Hensley,L,L,190,75,1986-05-10,1986-07-02,1959,3,11,Tulare,CA,USA
12761,Dale,Sveum,B,R,185,74,1986-05-12,1999-10-03,1963,11,23,Richmond,CA,USA
12762,Eric,Plunk,R,R,210,77,1986-05-12,1999-10-02,1963,9,3,Wilmington,CA,USA
12763,Eric,King,R,R,180,74,1986-05-15,1992-10-04,1964,4,10,Oxnard,CA,USA
12764,Ed,Hearn,R,R,215,75,1986-05-17,1988-10-02,1960,8,23,Stuart,FL,USA
12765,Fred,McGriff,L,L,200,75,1986-05-17,2004-07-15,1963,10,31,Tampa,FL,USA
12766,Reggie,Ritter,L,R,195,74,1986-05-17,1987-10-02,1960,1,23,Malvern,AR,USA
12767,Rey,Quinones,R,R,160,71,1986-05-17,1989-07-21,1963,11,11,"Rio Piedras",,P.R.
12768,Tom,Dozier,R,R,190,74,1986-05-17,1986-06-01,1961,9,5,"San Pablo",CA,USA
12769,Scott,Bankhead,R,R,175,70,1986-05-25,1995-07-18,1963,7,31,Raleigh,NC,USA
12770,Mark,Wasinger,R,R,165,72,1986-05-27,1988-04-21,1961,8,4,Monterey,CA,USA
12771,Mike,Aldrete,L,L,180,71,1986-05-28,1996-09-29,1961,1,29,Carmel,CA,USA
12772,Chuck,Finley,L,L,220,78,1986-05-29,2002-09-28,1962,11,26,Monroe,LA,USA
12773,Todd,Fischer,R,R,170,70,1986-05-29,1986-07-10,1960,9,15,Columbus,OH,USA
12774,Barry,Bonds,L,L,185,73,1986-05-30,2007-09-26,1964,7,24,Riverside,CA,USA
12775,Doug,Drabek,R,R,185,73,1986-05-30,1998-09-25,1962,7,25,Victoria,TX,USA
12776,Dale,Mohorcic,R,R,220,75,1986-05-31,1990-10-01,1956,1,25,Cleveland,OH,USA
12777,Ruben,Sierra,B,R,175,73,1986-06-01,2006-07-09,1965,10,6,"Rio Piedras",,P.R.
12778,Ed,Olwine,R,L,165,74,1986-06-02,1988-10-02,1958,5,28,Greenville,OH,USA
12779,Greg,Mathews,R,L,180,74,1986-06-03,1992-10-03,1962,5,17,"Harbor City",CA,USA
12780,Mike,Maddux,L,R,180,74,1986-06-03,2000-07-04,1961,8,27,Dayton,OH,USA
12781,Casey,Candaele,B,R,160,69,1986-06-05,1997-07-13,1961,1,12,Lompoc,CA,USA
12782,Manny,Hernandez,R,R,150,72,1986-06-05,1989-09-16,1961,5,7,"La Romana","La Romana",D.R.
12783,David,Cone,L,R,180,73,1986-06-08,2003-05-28,1963,1,2,"Kansas City",MO,USA
12784,Terry,Mulholland,R,L,200,75,1986-06-08,2006-06-03,1963,3,9,Uniontown,PA,USA
12785,Rick,Anderson,R,R,175,72,1986-06-09,1988-07-28,1956,11,29,Everett,WA,USA
12786,Allan,Anderson,L,L,178,71,1986-06-11,1991-10-06,1964,1,7,Lancaster,OH,USA
12787,Mike,Brewer,R,R,190,77,1986-06-11,1986-07-02,1959,10,24,Shreveport,LA,USA
12788,Cory,Snyder,R,R,175,76,1986-06-13,1994-08-10,1962,11,11,Inglewood,CA,USA
12789,Dave,Martinez,L,L,150,70,1986-06-15,2001-10-07,1964,9,26,"New York",NY,USA
12790,Jamie,Moyer,L,L,170,72,1986-06-16,2012-05-27,1962,11,18,Sellersville,PA,USA
12791,Randy,Kutcher,R,R,170,71,1986-06-19,1990-09-27,1960,4,20,Anchorage,AK,USA
12792,Mark,Davidson,R,R,180,74,1986-06-20,1991-09-20,1961,2,15,Knoxville,TN,USA
12793,Craig,Shipley,R,R,175,73,1986-06-22,1998-09-25,1963,1,7,Parramatta,"New South Wales",Australia
12794,Mike,Stanley,R,R,185,73,1986-06-24,2000-09-29,1963,6,25,"Fort Lauderdale",FL,USA
12795,Bruce,Ruffin,B,L,205,74,1986-06-28,1997-06-26,1963,10,4,Lubbock,TX,USA
12796,Jeff,Hamilton,R,R,190,75,1986-06-28,1991-09-28,1964,3,19,Flint,MI,USA
12797,Mike,Cook,R,R,200,75,1986-07-01,1993-10-03,1963,8,14,Charleston,SC,USA
12798,Rich,Sauveur,L,L,163,76,1986-07-01,2000-06-18,1963,11,23,Arlington,VA,USA
12799,Louie,Meadows,L,L,190,71,1986-07-03,1990-10-03,1961,4,29,Maysville,NC,USA
12800,Mike,Kingery,L,L,180,72,1986-07-07,1996-09-15,1961,3,29,"St. James",MN,USA
12801,Scott,Nielsen,R,R,190,73,1986-07-07,1989-06-14,1958,12,18,"Salt Lake City",UT,USA
12802,"La Schelle",Tarver,L,L,165,71,1986-07-12,1986-10-05,1959,1,30,Modesto,CA,USA
12803,Ray,Soff,R,R,185,72,1986-07-17,1987-05-28,1958,10,31,Adrian,MI,USA
12804,Barry,Jones,R,R,225,76,1986-07-18,1993-05-22,1963,2,15,Centerville,IN,USA
12805,Bryan,Clutterbuck,R,R,223,76,1986-07-18,1989-06-23,1959,12,17,Detroit,MI,USA
12806,Glenn,Braggs,R,R,210,75,1986-07-18,1992-09-10,1962,10,17,"San Bernardino",CA,USA
12807,Bill,Moore,R,L,185,73,1986-07-19,1986-07-25,1960,10,10,"Los Angeles",CA,USA
12808,Mike,Loynd,R,R,210,76,1986-07-24,1987-10-01,1964,3,26,"St. Louis",MO,USA
12809,Tom,Funk,L,L,210,74,1986-07-24,1986-08-23,1962,3,13,"Kansas City",MO,USA
12810,Tom,Dodd,R,R,190,72,1986-07-25,1986-08-06,1958,8,15,Portland,OR,USA
12811,Kelly,Downs,R,R,195,76,1986-07-29,1993-09-29,1960,10,25,Ogden,UT,USA
12812,Ray,Chadwick,B,R,180,74,1986-07-29,1986-09-30,1962,11,17,Durham,NC,USA
12813,Cliff,Speck,R,R,195,76,1986-07-30,1986-09-25,1956,8,8,Portland,OR,USA
12814,Darrel,Akerfelds,R,R,210,74,1986-08-01,1991-07-02,1962,6,12,Denver,CO,USA
12815,Chris,Bosio,R,R,220,75,1986-08-03,1996-09-22,1963,4,3,Carmichael,CA,USA
12816,Luis,Rivera,R,R,165,69,1986-08-03,1998-08-27,1964,1,3,Cidra,,P.R.
12817,Russ,Morman,R,R,215,76,1986-08-03,1997-09-27,1962,4,28,Independence,MO,USA
12818,John,Morris,L,L,185,73,1986-08-05,1992-08-05,1961,2,23,"North Bellmore",NY,USA
12819,Bobby,Thigpen,R,R,195,75,1986-08-06,1994-04-27,1963,7,17,Tallahassee,FL,USA
12820,Luis,Aquino,R,R,155,72,1986-08-08,1995-09-12,1964,5,19,Santurce,,P.R.
12821,Mickey,Brantley,R,R,180,70,1986-08-09,1989-06-01,1961,6,17,Catskill,NY,USA
12822,Tony,Arnold,R,R,170,71,1986-08-09,1987-10-03,1959,5,3,"El Paso",TX,USA
12823,Michael,Jackson,R,R,185,73,1986-08-11,2004-08-29,1964,12,22,Houston,TX,USA
12824,Barry,Larkin,R,R,185,72,1986-08-13,2004-10-03,1964,4,28,Cincinnati,OH,USA
12825,Mike,Martin,L,R,190,74,1986-08-15,1986-09-27,1958,12,3,Portland,OR,USA
12826,Mike,Birkbeck,R,R,190,73,1986-08-17,1995-06-11,1961,3,10,Orrville,OH,USA
12827,Ron,Karkovice,R,R,210,73,1986-08-17,1997-09-26,1963,8,8,Union,NJ,USA
12828,Greg,Swindell,R,L,225,74,1986-08-21,2002-09-23,1965,1,2,"Fort Worth",TX,USA
12829,Mark,McGwire,R,R,215,77,1986-08-22,2001-10-07,1963,10,1,Pomona,CA,USA
12830,Bill,Landrum,R,R,185,74,1986-08-31,1993-06-03,1957,8,17,Columbia,SC,USA
12831,Hipolito,Pena,L,L,165,75,1986-09-01,1988-09-30,1964,1,30,Fantino,"Sanchez Ramirez",D.R.
12832,John,Smiley,L,L,180,76,1986-09-01,1997-08-30,1965,3,17,Phoenixville,PA,USA
12833,Bo,Jackson,R,R,220,73,1986-09-02,1994-08-10,1962,11,30,Bessemer,AL,USA
12834,Bryan,Kelly,R,R,195,74,1986-09-02,1987-05-02,1959,2,24,"Silver Spring",MD,USA
12835,Dave,Cochrane,B,R,180,74,1986-09-02,1992-07-30,1963,1,31,Riverside,CA,USA
12836,Jeff,Bittiger,R,R,175,70,1986-09-02,1989-05-30,1962,4,13,"Jersey City",NJ,USA
12837,Jeff,Musselman,L,L,180,72,1986-09-02,1990-09-07,1963,6,21,Doylestown,PA,USA
12838,Ken,Williams,R,R,187,74,1986-09-02,1991-10-04,1964,4,6,Berkeley,CA,USA
12839,Kevin,Elster,R,R,180,74,1986-09-02,2000-10-01,1964,8,3,"San Pedro",CA,USA
12840,Robbie,Wine,R,R,190,74,1986-09-02,1987-10-03,1962,7,13,Norristown,PA,USA
12841,Bob,Brower,R,R,185,71,1986-09-03,1989-05-30,1960,1,10,Jamaica,NY,USA
12842,Bruce,Fields,L,R,185,72,1986-09-03,1989-07-14,1960,10,6,Cleveland,OH,USA
12843,Dave,Clark,L,R,200,74,1986-09-03,1998-09-27,1962,9,3,Tupelo,MS,USA
12844,Dave,Hengel,R,R,185,72,1986-09-03,1989-06-27,1961,12,18,Oakland,CA,USA
12845,Greg,Maddux,R,R,170,72,1986-09-03,2008-09-27,1966,4,14,"San Angelo",TX,USA
12846,Jim,Lindeman,R,R,200,73,1986-09-03,1994-08-11,1962,1,10,Evanston,IL,USA
12847,Kevin,Seitzer,R,R,180,71,1986-09-03,1997-09-28,1962,3,26,Springfield,IL,USA
12848,Larry,See,R,R,195,73,1986-09-03,1988-08-16,1960,6,20,Norwalk,CA,USA
12849,Ricky,Jones,R,R,186,75,1986-09-03,1986-10-05,1958,6,4,Tupelo,MS,USA
12850,Rondin,Johnson,B,R,160,70,1986-09-03,1986-10-05,1958,12,16,Bremerton,WA,USA
12851,Terry,Bell,R,R,195,72,1986-09-03,1987-09-15,1962,10,27,Dayton,OH,USA
12852,Pat,Dodson,L,L,210,76,1986-09-05,1988-06-22,1959,10,11,"Santa Monica",CA,USA
12853,Brad,Arnsberg,R,R,205,76,1986-09-06,1992-04-23,1963,8,20,Seattle,WA,USA
12854,Jerry,Browne,B,R,140,70,1986-09-06,1995-10-01,1966,2,13,Christiansted,"St. Croix",V.I.
12855,Stan,Fansler,R,R,180,71,1986-09-06,1986-10-04,1965,2,12,Elkins,WV,USA
12856,Dave,Magadan,L,R,190,75,1986-09-07,2001-09-26,1962,9,30,Tampa,FL,USA
12857,Stan,Jefferson,B,R,175,71,1986-09-07,1991-10-01,1962,12,4,"New York",NY,USA
12858,John,Mitchell,R,R,165,74,1986-09-08,1990-09-30,1965,8,11,Dickson,TN,USA
12859,Rafael,Palmeiro,L,L,180,72,1986-09-08,2005-08-30,1964,9,24,"La Habana","La Habana",Cuba
12860,Rob,Nelson,L,L,215,76,1986-09-09,1990-04-29,1964,5,17,Pasadena,CA,USA
12861,Wilfredo,Tejada,R,R,175,72,1986-09-09,1988-10-02,1962,11,12,"Santo Domingo","Distrito Nacional",D.R.
12862,Phil,Ouellette,B,R,190,72,1986-09-10,1986-10-03,1961,11,10,Salem,OR,USA
12863,Randy,Bockus,L,R,190,74,1986-09-10,1989-05-27,1960,10,5,Canton,OH,USA
12864,Sergio,Valdez,R,R,165,72,1986-09-10,1995-09-26,1964,9,7,"Elias Pina","Elias Pina",D.R.
12865,Willie,Fraser,R,R,200,73,1986-09-10,1995-09-29,1964,5,26,"New York",NY,USA
12866,Terry,Steinbach,R,R,195,73,1986-09-12,1999-10-01,1962,3,2,"New Ulm",MN,USA
12867,Mark,McLemore,B,R,175,71,1986-09-13,2004-10-02,1964,10,4,"San Diego",CA,USA
12868,Benito,Santiago,R,R,180,73,1986-09-14,2005-04-11,1965,3,9,Ponce,,P.R.
12869,Carl,Nichols,R,R,184,72,1986-09-14,1991-07-05,1962,10,14,"Los Angeles",CA,USA
12870,Drew,Hall,L,L,220,76,1986-09-14,1990-09-26,1963,3,27,Louisville,KY,USA
12871,Gary,Green,R,R,175,75,1986-09-14,1992-05-04,1962,1,14,Pittsburgh,PA,USA
12872,Ken,Gerhart,R,R,190,72,1986-09-14,1988-10-02,1961,5,19,Charleston,SC,USA
12873,Randy,Asadoor,R,R,185,73,1986-09-14,1986-10-05,1962,10,20,Fresno,CA,USA
12874,Rich,Renteria,R,R,172,69,1986-09-14,1994-08-11,1961,12,25,"Harbor City",CA,USA
12875,Tim,Pyznarski,R,R,195,74,1986-09-14,1986-10-05,1960,2,4,Chicago,IL,USA
12876,Ruben,Rodriguez,R,R,170,72,1986-09-15,1988-10-01,1964,8,4,Cabrera,"Maria Trinidad Sanchez",D.R.
12877,Edgar,Diaz,R,R,155,72,1986-09-16,1990-09-28,1964,2,8,Santurce,,P.R.
12878,Marvin,Freeman,R,R,200,79,1986-09-16,1996-09-14,1963,4,10,Chicago,IL,USA
12879,Ed,Vosberg,L,L,190,73,1986-09-17,2002-04-10,1961,9,28,Tucson,AZ,USA
12880,Rick,Rodriguez,R,R,190,75,1986-09-17,1990-08-26,1960,9,21,Oakland,CA,USA
12881,Bill,Pecota,R,R,195,74,1986-09-19,1994-08-11,1960,2,16,"Redwood City",CA,USA
12882,Mark,Parent,R,R,215,77,1986-09-20,1998-09-01,1961,9,16,Ashland,OR,USA
12883,Ray,Hayward,L,L,190,73,1986-09-20,1988-07-05,1961,4,27,Enid,OK,USA
12884,Jimmy,Jones,R,R,175,74,1986-09-21,1993-07-05,1964,4,20,Dallas,TX,USA
12885,Bill,Earley,R,L,200,76,1986-09-22,1986-10-04,1956,1,30,Cincinnati,OH,USA
12886,Jay,Bell,R,R,180,73,1986-09-29,2003-09-28,1965,12,11,Pensacola,FL,USA
12887,Kevin,Brown,R,R,195,76,1986-09-30,2005-07-23,1965,3,14,Milledgeville,GA,USA
12888,Alonzo,Powell,R,R,190,74,1987-04-06,1991-10-06,1964,12,12,"San Francisco",CA,USA
12889,Jim,Steels,L,L,185,70,1987-04-06,1989-05-19,1961,5,30,Jackson,MS,USA
12890,Joey,Cora,B,R,150,67,1987-04-06,1998-09-27,1965,5,14,Caguas,,P.R.
12891,Leo,Garcia,L,L,160,68,1987-04-06,1988-06-01,1962,11,6,Santiago,Santiago,D.R.
12892,Lloyd,McClendon,R,R,190,70,1987-04-06,1994-08-11,1959,1,11,Gary,IN,USA
12893,Mike,Ramsey,B,L,170,72,1987-04-06,1987-10-03,1960,7,8,Thomson,GA,USA
12894,Mike,Sharperson,R,R,190,75,1987-04-06,1995-07-15,1961,10,4,Orangeburg,SC,USA
12895,Donell,Nixon,R,R,185,73,1987-04-07,1990-07-01,1961,12,31,Evergreen,NC,USA
12896,Les,Lancaster,R,R,200,74,1987-04-07,1993-10-03,1962,4,21,Dallas,TX,USA
12897,Tracy,Woodson,R,R,215,75,1987-04-07,1993-10-02,1962,10,5,Richmond,VA,USA
12898,"B. J.",Surhoff,L,R,185,73,1987-04-08,2005-10-02,1964,8,4,Bronx,NY,USA
12899,Chuck,Crim,R,R,175,72,1987-04-08,1994-08-08,1961,7,23,"Van Nuys",CA,USA
12900,Mark,Williamson,R,R,155,72,1987-04-08,1994-08-04,1959,7,21,"Corpus Christi",TX,USA
12901,Matt,Stark,R,R,225,76,1987-04-08,1990-09-29,1965,1,21,Whittier,CA,USA
12902,Scott,Anderson,R,R,190,78,1987-04-08,1995-08-26,1962,8,1,Corvallis,OR,USA
12903,Danny,Sheaffer,R,R,185,72,1987-04-09,1997-09-27,1961,8,2,Jacksonville,FL,USA
12904,Jim,Paciorek,R,R,203,75,1987-04-09,1987-09-23,1960,6,7,Detroit,MI,USA
12905,Joe,Klink,L,L,170,71,1987-04-09,1996-05-17,1962,2,3,Johnstown,PA,USA
12906,Jose,Nunez,R,R,175,75,1987-04-09,1990-10-01,1964,1,13,Jarabacoa,"La Vega",D.R.
12907,Logan,Easley,R,R,185,73,1987-04-09,1989-05-28,1961,11,4,"Salt Lake City",UT,USA
12908,Mark,Ciardi,R,R,180,72,1987-04-09,1987-04-28,1961,8,19,"New Brunswick",NJ,USA
12909,Les,Straker,R,R,193,73,1987-04-11,1988-10-01,1959,10,10,"Ciudad Bolivar",Bolivar,Venezuela
12910,Matt,Williams,R,R,205,74,1987-04-11,2003-05-31,1965,11,28,Bishop,CA,USA
12911,Dave,Gallagher,R,R,180,72,1987-04-12,1995-10-02,1960,9,20,Trenton,NJ,USA
12912,Jeff,Robinson,R,R,210,78,1987-04-12,1992-07-20,1961,12,14,Ventura,CA,USA
12913,Tom,Pagnozzi,R,R,190,72,1987-04-12,1998-08-15,1962,7,30,Tucson,AZ,USA
12914,Dave,Meads,L,L,175,72,1987-04-13,1988-09-30,1964,1,7,Montclair,NJ,USA
12915,Al,Pedrique,R,R,155,72,1987-04-14,1989-06-21,1960,8,11,Valencia,Carabobo,Venezuela
12916,Rich,Monteleone,R,R,205,74,1987-04-15,1996-07-11,1963,3,22,Tampa,FL,USA
12917,Jeff,DeWillis,R,R,170,74,1987-04-19,1987-06-03,1965,4,13,Houston,TX,USA
12918,Luis,Polonia,L,L,155,68,1987-04-24,2000-10-01,1963,12,10,Santiago,Santiago,D.R.
12919,Bill,Bean,L,L,185,72,1987-04-25,1995-07-08,1964,5,11,"Santa Ana",CA,USA
12920,DeWayne,Buice,R,R,170,72,1987-04-25,1989-06-27,1957,8,20,Lynwood,CA,USA
12921,Joe,Magrane,R,L,225,78,1987-04-25,1996-06-21,1964,7,2,"Des Moines",IA,USA
12922,Rod,Booker,L,R,175,72,1987-04-29,1991-07-14,1958,9,4,"Los Angeles",CA,USA
12923,Dorn,Taylor,R,R,180,74,1987-04-30,1990-09-30,1958,8,11,Abington,PA,USA
12924,Ellis,Burks,R,R,175,74,1987-04-30,2004-10-02,1964,9,11,Vicksburg,MS,USA
12925,Miguel,Garcia,L,L,173,71,1987-04-30,1989-07-22,1967,4,3,Caracas,"Distrito Federal",Venezuela
12926,Steve,Ziem,R,R,210,74,1987-04-30,1987-05-01,1961,10,24,Milwaukee,WI,USA
12927,Rob,Ducey,L,R,175,74,1987-05-01,2001-07-22,1965,5,24,Toronto,ON,CAN
12928,Wally,Ritchie,L,L,180,74,1987-05-01,1992-07-28,1965,7,12,Glendale,CA,USA
12929,Jeff,Ballard,L,L,195,75,1987-05-09,1994-07-08,1963,8,13,Billings,MT,USA
12930,Mike,Henneman,R,R,205,76,1987-05-11,1996-09-27,1961,12,11,"St. Charles",MO,USA
12931,Ubaldo,Heredia,R,R,180,74,1987-05-12,1987-05-17,1956,5,4,"Ciudad Bolivar",Bolivar,Venezuela
12932,Bryan,Harvey,R,R,205,75,1987-05-16,1995-04-28,1963,6,2,Soddy-Daisy,TN,USA
12933,Jeff,Innis,R,R,170,73,1987-05-16,1993-10-02,1962,7,5,Decatur,IL,USA
12934,Tom,Bolton,L,L,172,74,1987-05-17,1994-07-30,1962,5,6,Nashville,TN,USA
12935,Keith,Hughes,L,L,210,75,1987-05-19,1993-05-20,1963,9,12,"Bryn Mawr",PA,USA
12936,Gene,Larkin,B,R,195,75,1987-05-21,1993-08-11,1962,10,24,Flushing,NY,USA
12937,Pat,Pacillo,R,R,205,74,1987-05-23,1988-06-01,1963,7,23,"Jersey City",NJ,USA
12938,Shane,Mack,R,R,185,72,1987-05-25,1998-07-30,1963,12,7,"Los Angeles",CA,USA
12939,Bob,Malloy,R,R,200,77,1987-05-26,1990-06-08,1964,11,24,Arlington,VA,USA
12940,Chuck,Jackson,R,R,185,72,1987-05-26,1994-06-14,1963,3,19,Seattle,WA,USA
12941,John,Leister,R,R,200,74,1987-05-28,1990-04-16,1961,1,3,"San Antonio",TX,USA
12942,Dave,Johnson,R,R,180,70,1987-05-29,1993-09-19,1959,10,24,Baltimore,MD,USA
12943,Jim,Walewander,B,R,160,70,1987-05-31,1993-10-03,1962,5,2,Chicago,IL,USA
12944,Paul,Noce,R,R,175,70,1987-06-01,1990-05-17,1959,12,16,"San Francisco",CA,USA
12945,Tom,Edens,R,R,185,75,1987-06-02,1995-05-10,1961,6,9,Ontario,OR,USA
12946,Jay,Aldrich,R,R,210,75,1987-06-05,1990-04-26,1961,4,14,Alexandria,LA,USA
12947,Mike,Dunne,R,R,190,76,1987-06-05,1992-10-03,1962,10,27,"South Bend",IN,USA
12948,Paul,Kilgus,L,L,175,73,1987-06-07,1993-10-03,1962,2,2,"Bowling Green",KY,USA
12949,Morris,Madden,L,L,155,72,1987-06-11,1989-06-23,1960,8,31,Laurens,SC,USA
12950,Keith,Miller,R,R,175,71,1987-06-16,1995-05-13,1963,6,12,Midland,MI,USA
12951,Mike,Brumley,B,R,165,70,1987-06-16,1995-10-01,1963,4,9,"Oklahoma City",OK,USA
12952,Jeff,Fischer,R,R,185,75,1987-06-19,1989-09-23,1963,8,17,"West Palm Beach",FL,USA
12953,Todd,Benzinger,B,R,185,73,1987-06-21,1995-05-14,1963,2,11,Dayton,KY,USA
12954,Ken,Dowell,R,R,160,69,1987-06-24,1987-07-19,1961,1,19,Sacramento,CA,USA
12955,David,Wells,L,L,187,75,1987-06-30,2007-09-28,1963,5,20,Torrance,CA,USA
12956,Mike,Campbell,R,R,210,75,1987-07-04,1996-09-27,1964,2,17,Seattle,WA,USA
12957,Brett,Gideon,R,R,200,74,1987-07-05,1990-04-10,1963,8,8,Ozona,TX,USA
12958,Greg,Cadaret,L,L,210,75,1987-07-05,1998-09-26,1962,2,27,Detroit,MI,USA
12959,Jeff,Blauser,R,R,170,72,1987-07-05,1999-10-03,1965,11,8,"Los Gatos",CA,USA
12960,Felix,Fermin,R,R,160,71,1987-07-08,1996-08-07,1963,10,9,Mao,Valverde,D.R.
12961,Gerald,Young,B,R,185,74,1987-07-08,1994-08-11,1964,10,22,Tela,Atlantida,Honduras
12962,Lance,Johnson,L,L,160,70,1987-07-10,2000-05-27,1963,7,6,Cincinnati,OH,USA
12963,Billy,Ripken,R,R,180,73,1987-07-11,1998-07-13,1964,12,16,"Havre de Grace",MD,USA
12964,Terry,McGriff,R,R,190,74,1987-07-11,1994-08-07,1963,9,23,"Fort Pierce",FL,USA
12965,Walt,Weiss,B,R,175,72,1987-07-12,2000-10-01,1963,11,28,Tuxedo,NY,USA
12966,Ken,Caminiti,B,R,200,72,1987-07-16,2001-10-07,1963,4,21,Hanford,CA,USA
12967,Tommy,Hinzo,B,R,170,70,1987-07-16,1989-10-01,1964,6,18,"San Diego",CA,USA
12968,Mackey,Sasser,L,R,190,73,1987-07-17,1995-05-15,1962,8,3,"Fort Gaines",GA,USA
